grupedad	codmuer	critred1011
POSNEONATAL	H269	
POSNEONATAL	H270	
POSNEONATAL	H271	
POSNEONATAL	H278	
POSNEONATAL	H279	
POSNEONATAL	H300	
POSNEONATAL	H301	
POSNEONATAL	H302	
POSNEONATAL	H308	
POSNEONATAL	H309	
POSNEONATAL	H310	
POSNEONATAL	H311	
POSNEONATAL	H312	
POSNEONATAL	H313	
POSNEONATAL	H314	
POSNEONATAL	H318	
POSNEONATAL	H319	
POSNEONATAL	H330	
POSNEONATAL	H331	
POSNEONATAL	H332	
POSNEONATAL	H333	
POSNEONATAL	H334	
POSNEONATAL	H335	
POSNEONATAL	H340	
POSNEONATAL	H341	
POSNEONATAL	H342	
POSNEONATAL	H348	
POSNEONATAL	H349	
POSNEONATAL	H350	
POSNEONATAL	H351	
POSNEONATAL	H352	
POSNEONATAL	H353	
POSNEONATAL	H354	
POSNEONATAL	H355	
POSNEONATAL	H356	
POSNEONATAL	H357	
POSNEONATAL	H358	
POSNEONATAL	H359	
POSNEONATAL	H400	
POSNEONATAL	H401	
POSNEONATAL	H402	
POSNEONATAL	H403	
POSNEONATAL	H404	
POSNEONATAL	H405	
POSNEONATAL	H406	
POSNEONATAL	H408	
POSNEONATAL	H409	
POSNEONATAL	H430	
POSNEONATAL	H431	
POSNEONATAL	H432	
POSNEONATAL	H433	
POSNEONATAL	H438	
POSNEONATAL	H439	
POSNEONATAL	H440	
POSNEONATAL	H441	
POSNEONATAL	H442	
POSNEONATAL	H443	
POSNEONATAL	H444	
POSNEONATAL	H445	
POSNEONATAL	H446	
POSNEONATAL	H447	
POSNEONATAL	H448	
POSNEONATAL	H449	
POSNEONATAL	H46X	
POSNEONATAL	H470	
POSNEONATAL	H471	
POSNEONATAL	H472	
POSNEONATAL	H473	
POSNEONATAL	H474	
POSNEONATAL	H475	
POSNEONATAL	H476	
POSNEONATAL	H477	
POSNEONATAL	H490	
POSNEONATAL	H491	
POSNEONATAL	H492	
POSNEONATAL	H493	
POSNEONATAL	H494	
POSNEONATAL	H498	
POSNEONATAL	H499	
POSNEONATAL	H500	
POSNEONATAL	H501	
POSNEONATAL	H502	
POSNEONATAL	H503	
POSNEONATAL	H504	
POSNEONATAL	H505	
POSNEONATAL	H506	
POSNEONATAL	H508	
POSNEONATAL	H509	
POSNEONATAL	H510	
POSNEONATAL	H511	
POSNEONATAL	H512	
POSNEONATAL	H518	
POSNEONATAL	H519	
POSNEONATAL	H520	
POSNEONATAL	H521	
POSNEONATAL	H522	
POSNEONATAL	H523	
POSNEONATAL	H524	
POSNEONATAL	H525	
POSNEONATAL	H526	
POSNEONATAL	H527	
POSNEONATAL	H530	
POSNEONATAL	H531	
POSNEONATAL	H532	
POSNEONATAL	H533	
POSNEONATAL	H534	
POSNEONATAL	H535	
POSNEONATAL	H536	
POSNEONATAL	H538	
POSNEONATAL	H539	
POSNEONATAL	H540	
POSNEONATAL	H541	
POSNEONATAL	H542	
POSNEONATAL	H543	
POSNEONATAL	H544	
POSNEONATAL	H545	
POSNEONATAL	H546	
POSNEONATAL	H547	
POSNEONATAL	H55X	
POSNEONATAL	H570	
POSNEONATAL	H571	
POSNEONATAL	H578	
POSNEONATAL	H579	
POSNEONATAL	H600	
POSNEONATAL	H601	
POSNEONATAL	H602	
POSNEONATAL	H603	
POSNEONATAL	H604	
POSNEONATAL	H605	
POSNEONATAL	H608	
POSNEONATAL	H609	
POSNEONATAL	H610	
POSNEONATAL	H611	
POSNEONATAL	H612	
POSNEONATAL	H613	
POSNEONATAL	H618	
POSNEONATAL	H619	
POSNEONATAL	H650	
POSNEONATAL	H651	
POSNEONATAL	H652	
POSNEONATAL	H653	
POSNEONATAL	H654	
POSNEONATAL	H659	
POSNEONATAL	H660	
POSNEONATAL	H661	
POSNEONATAL	H662	
POSNEONATAL	H663	
POSNEONATAL	H664	
POSNEONATAL	H669	
POSNEONATAL	H680	
POSNEONATAL	H681	
POSNEONATAL	H690	
POSNEONATAL	H698	
POSNEONATAL	H699	
POSNEONATAL	H71X	
POSNEONATAL	H720	
POSNEONATAL	H721	
POSNEONATAL	H722	
POSNEONATAL	H728	
POSNEONATAL	H729	
POSNEONATAL	H730	
POSNEONATAL	H731	
POSNEONATAL	H738	
POSNEONATAL	H739	
POSNEONATAL	H740	
POSNEONATAL	H741	
POSNEONATAL	H742	
POSNEONATAL	H743	
POSNEONATAL	H744	
POSNEONATAL	H748	
POSNEONATAL	H749	
POSNEONATAL	H800	
POSNEONATAL	H801	
POSNEONATAL	H802	
POSNEONATAL	H808	
POSNEONATAL	H809	
POSNEONATAL	H810	
POSNEONATAL	H811	
POSNEONATAL	H812	
POSNEONATAL	H813	
POSNEONATAL	H814	
POSNEONATAL	H818	
POSNEONATAL	H819	
POSNEONATAL	H830	
POSNEONATAL	H831	
POSNEONATAL	H832	
POSNEONATAL	H833	
POSNEONATAL	H838	
POSNEONATAL	H839	
POSNEONATAL	H900	
POSNEONATAL	H901	
POSNEONATAL	H902	
POSNEONATAL	H903	
POSNEONATAL	H904	
POSNEONATAL	H905	
POSNEONATAL	H906	
POSNEONATAL	H907	
POSNEONATAL	H908	
POSNEONATAL	H910	
POSNEONATAL	H911	
POSNEONATAL	H912	
POSNEONATAL	H913	
POSNEONATAL	H918	
POSNEONATAL	H919	
POSNEONATAL	H920	
POSNEONATAL	H921	
POSNEONATAL	H922	
POSNEONATAL	H930	
POSNEONATAL	H931	
POSNEONATAL	H932	
POSNEONATAL	H933	
POSNEONATAL	H938	
POSNEONATAL	H939	
POSNEONATAL	I00X	
POSNEONATAL	I010	
POSNEONATAL	I011	
POSNEONATAL	I012	
POSNEONATAL	I018	
POSNEONATAL	I019	
POSNEONATAL	I020	
POSNEONATAL	I029	
POSNEONATAL	I050	
POSNEONATAL	I051	
POSNEONATAL	I052	
POSNEONATAL	I058	
POSNEONATAL	I059	
POSNEONATAL	I060	
POSNEONATAL	I061	
POSNEONATAL	I062	
POSNEONATAL	I068	
POSNEONATAL	I069	
POSNEONATAL	I070	
POSNEONATAL	I071	
POSNEONATAL	I072	
POSNEONATAL	I078	
POSNEONATAL	I079	
POSNEONATAL	I080	
POSNEONATAL	I081	
POSNEONATAL	I082	
POSNEONATAL	I083	
POSNEONATAL	I088	
POSNEONATAL	I089	
POSNEONATAL	I090	
POSNEONATAL	I091	
POSNEONATAL	I092	
POSNEONATAL	I098	
POSNEONATAL	I099	
POSNEONATAL	I10X	
POSNEONATAL	I110	
POSNEONATAL	I119	
POSNEONATAL	I120	
POSNEONATAL	I129	
POSNEONATAL	I130	
POSNEONATAL	I131	
POSNEONATAL	I132	
POSNEONATAL	I139	
POSNEONATAL	I200	
POSNEONATAL	I201	
POSNEONATAL	I208	
POSNEONATAL	I209	
POSNEONATAL	I210	
POSNEONATAL	I211	
POSNEONATAL	I212	
POSNEONATAL	I213	
POSNEONATAL	I214	
POSNEONATAL	I219	
POSNEONATAL	I220	
POSNEONATAL	I221	
POSNEONATAL	I228	
POSNEONATAL	I229	
POSNEONATAL	I241	
POSNEONATAL	I248	
POSNEONATAL	I249	
POSNEONATAL	I250	
POSNEONATAL	I251	
POSNEONATAL	I252	
POSNEONATAL	I253	
POSNEONATAL	I254	
POSNEONATAL	I255	
POSNEONATAL	I256	
POSNEONATAL	I258	
POSNEONATAL	I259	
POSNEONATAL	I447	
POSNEONATAL	I453	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I456	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I458	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I459	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I348	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I349	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I350	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I351	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I38X	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I400	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I443	
POSNEONATAL	I64X	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I616	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I440	
POSNEONATAL	I441	
POSNEONATAL	I618	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I619	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I620	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I621	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I629	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I450	
POSNEONATAL	I451	
POSNEONATAL	I452	
POSNEONATAL	I630	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I454	
POSNEONATAL	I455	
POSNEONATAL	I631	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I615	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J390	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I461	
POSNEONATAL	J391	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J392	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J393	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J398	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J399	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J47X	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J850	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J851	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J852	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J853	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J860	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J869	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J90X	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J930	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J931	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J938	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J939	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J940	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J941	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J942	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K210	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K219	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K220	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K221	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K222	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K223	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K224	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K225	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K226	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K227	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K228	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K229	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K350	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K351	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I690	
POSNEONATAL	I691	
POSNEONATAL	I692	
POSNEONATAL	I693	
POSNEONATAL	I694	
POSNEONATAL	I698	
POSNEONATAL	I700	
POSNEONATAL	I701	
POSNEONATAL	I702	
POSNEONATAL	I708	
POSNEONATAL	I709	
POSNEONATAL	I730	
POSNEONATAL	I731	
POSNEONATAL	I738	
POSNEONATAL	I739	
POSNEONATAL	J200	
POSNEONATAL	I770	
POSNEONATAL	I771	
POSNEONATAL	I772	
POSNEONATAL	I773	
POSNEONATAL	I774	
POSNEONATAL	I775	
POSNEONATAL	I776	
POSNEONATAL	I778	
POSNEONATAL	I779	
POSNEONATAL	I780	
POSNEONATAL	I781	
POSNEONATAL	I788	
POSNEONATAL	I789	
POSNEONATAL	I800	
POSNEONATAL	I801	
POSNEONATAL	I802	
POSNEONATAL	I803	
POSNEONATAL	I808	
POSNEONATAL	I809	
POSNEONATAL	J201	
POSNEONATAL	I820	
POSNEONATAL	I821	
POSNEONATAL	I822	
POSNEONATAL	I823	
POSNEONATAL	I828	
POSNEONATAL	I829	
POSNEONATAL	I830	
POSNEONATAL	I831	
POSNEONATAL	I832	
POSNEONATAL	I839	
POSNEONATAL	I840	
POSNEONATAL	I841	
POSNEONATAL	I842	
POSNEONATAL	I843	
POSNEONATAL	I844	
POSNEONATAL	I845	
POSNEONATAL	I846	
POSNEONATAL	I847	
POSNEONATAL	I848	
POSNEONATAL	I849	
POSNEONATAL	J202	
POSNEONATAL	J203	
POSNEONATAL	I860	
POSNEONATAL	I861	
POSNEONATAL	I862	
POSNEONATAL	I863	
POSNEONATAL	I864	
POSNEONATAL	I868	
POSNEONATAL	I870	
POSNEONATAL	I871	
POSNEONATAL	I872	
POSNEONATAL	I878	
POSNEONATAL	I879	
POSNEONATAL	I880	
POSNEONATAL	I881	
POSNEONATAL	I888	
POSNEONATAL	I889	
POSNEONATAL	I890	
POSNEONATAL	I891	
POSNEONATAL	I898	
POSNEONATAL	I899	
POSNEONATAL	I950	
POSNEONATAL	I951	
POSNEONATAL	I952	
POSNEONATAL	I958	
POSNEONATAL	I959	
POSNEONATAL	J204	
POSNEONATAL	J00X	
POSNEONATAL	J010	
POSNEONATAL	J011	
POSNEONATAL	J012	
POSNEONATAL	J013	
POSNEONATAL	J014	
POSNEONATAL	J018	
POSNEONATAL	J019	
POSNEONATAL	J020	
POSNEONATAL	J028	
POSNEONATAL	J029	
POSNEONATAL	J030	
POSNEONATAL	J038	
POSNEONATAL	J039	
POSNEONATAL	J040	
POSNEONATAL	J041	
POSNEONATAL	J042	
POSNEONATAL	J205	
POSNEONATAL	J206	
POSNEONATAL	J060	
POSNEONATAL	J068	
POSNEONATAL	J069	
POSNEONATAL	J207	
POSNEONATAL	J208	
POSNEONATAL	J209	
POSNEONATAL	I48X	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I490	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I491	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I492	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I493	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I494	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J300	
POSNEONATAL	J301	
POSNEONATAL	J302	
POSNEONATAL	J303	
POSNEONATAL	J304	
POSNEONATAL	J310	
POSNEONATAL	J311	
POSNEONATAL	J312	
POSNEONATAL	J320	
POSNEONATAL	J321	
POSNEONATAL	J322	
POSNEONATAL	J323	
POSNEONATAL	J324	
POSNEONATAL	J328	
POSNEONATAL	J329	
POSNEONATAL	J330	
POSNEONATAL	J331	
POSNEONATAL	J338	
POSNEONATAL	J339	
POSNEONATAL	J340	
POSNEONATAL	J341	
POSNEONATAL	J342	
POSNEONATAL	J343	
POSNEONATAL	J348	
POSNEONATAL	J350	
POSNEONATAL	J351	
POSNEONATAL	J352	
POSNEONATAL	J353	
POSNEONATAL	J358	
POSNEONATAL	J359	
POSNEONATAL	J36X	
POSNEONATAL	J370	
POSNEONATAL	J371	
POSNEONATAL	J380	
POSNEONATAL	J381	
POSNEONATAL	J382	
POSNEONATAL	J383	
POSNEONATAL	J384	
POSNEONATAL	J385	
POSNEONATAL	J386	
POSNEONATAL	J387	
POSNEONATAL	J40X	
POSNEONATAL	J410	
POSNEONATAL	J411	
POSNEONATAL	J418	
POSNEONATAL	J42X	
POSNEONATAL	J430	
POSNEONATAL	J431	
POSNEONATAL	J432	
POSNEONATAL	J438	
POSNEONATAL	J439	
POSNEONATAL	J450	
POSNEONATAL	J451	
POSNEONATAL	J458	
POSNEONATAL	J459	
POSNEONATAL	J46X	
POSNEONATAL	J60X	
POSNEONATAL	J61X	
POSNEONATAL	J620	
POSNEONATAL	J628	
POSNEONATAL	J630	
POSNEONATAL	J631	
POSNEONATAL	J632	
POSNEONATAL	J633	
POSNEONATAL	J634	
POSNEONATAL	J635	
POSNEONATAL	J638	
POSNEONATAL	J64X	
POSNEONATAL	J65X	
POSNEONATAL	J660	
POSNEONATAL	J661	
POSNEONATAL	J662	
POSNEONATAL	J668	
POSNEONATAL	J670	
POSNEONATAL	J671	
POSNEONATAL	J672	
POSNEONATAL	J673	
POSNEONATAL	J674	
POSNEONATAL	J675	
POSNEONATAL	J676	
POSNEONATAL	J677	
POSNEONATAL	J678	
POSNEONATAL	J679	
POSNEONATAL	J680	
POSNEONATAL	J681	
POSNEONATAL	J682	
POSNEONATAL	J683	
POSNEONATAL	J684	
POSNEONATAL	J688	
POSNEONATAL	J689	
POSNEONATAL	J700	
POSNEONATAL	J701	
POSNEONATAL	J702	
POSNEONATAL	J703	
POSNEONATAL	J704	
POSNEONATAL	J708	
POSNEONATAL	J709	
POSNEONATAL	J82X	
POSNEONATAL	I495	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I498	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K359	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J961	
POSNEONATAL	K37X	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	J920	
POSNEONATAL	J929	
POSNEONATAL	K000	
POSNEONATAL	K001	
POSNEONATAL	K002	
POSNEONATAL	K003	
POSNEONATAL	K004	
POSNEONATAL	K005	
POSNEONATAL	K006	
POSNEONATAL	K007	
POSNEONATAL	K008	
POSNEONATAL	K009	
POSNEONATAL	K010	
POSNEONATAL	K011	
POSNEONATAL	K020	
POSNEONATAL	K021	
POSNEONATAL	K022	
POSNEONATAL	K023	
POSNEONATAL	K024	
POSNEONATAL	K028	
POSNEONATAL	K029	
POSNEONATAL	K030	
POSNEONATAL	K031	
POSNEONATAL	K032	
POSNEONATAL	K033	
POSNEONATAL	K034	
POSNEONATAL	K035	
POSNEONATAL	K036	
POSNEONATAL	K037	
POSNEONATAL	K038	
POSNEONATAL	K039	
POSNEONATAL	K040	
POSNEONATAL	K041	
POSNEONATAL	K042	
POSNEONATAL	K043	
POSNEONATAL	K044	
POSNEONATAL	K045	
POSNEONATAL	K046	
POSNEONATAL	K047	
POSNEONATAL	K048	
POSNEONATAL	K049	
POSNEONATAL	K050	
POSNEONATAL	K051	
POSNEONATAL	K052	
POSNEONATAL	K053	
POSNEONATAL	K054	
POSNEONATAL	K055	
POSNEONATAL	K056	
POSNEONATAL	K060	
POSNEONATAL	K061	
POSNEONATAL	K062	
POSNEONATAL	K068	
POSNEONATAL	K069	
POSNEONATAL	K070	
POSNEONATAL	K071	
POSNEONATAL	K072	
POSNEONATAL	K073	
POSNEONATAL	K074	
POSNEONATAL	K075	
POSNEONATAL	K076	
POSNEONATAL	K078	
POSNEONATAL	K079	
POSNEONATAL	K080	
POSNEONATAL	K081	
POSNEONATAL	K082	
POSNEONATAL	K083	
POSNEONATAL	K088	
POSNEONATAL	K089	
POSNEONATAL	K090	
POSNEONATAL	K091	
POSNEONATAL	K092	
POSNEONATAL	K098	
POSNEONATAL	K099	
POSNEONATAL	K100	
POSNEONATAL	K101	
POSNEONATAL	K102	
POSNEONATAL	K103	
POSNEONATAL	K108	
POSNEONATAL	K109	
POSNEONATAL	K110	
POSNEONATAL	K111	
POSNEONATAL	K112	
POSNEONATAL	K113	
POSNEONATAL	K114	
POSNEONATAL	K115	
POSNEONATAL	K116	
POSNEONATAL	K117	
POSNEONATAL	K118	
POSNEONATAL	K119	
POSNEONATAL	K120	
POSNEONATAL	K121	
POSNEONATAL	K122	
POSNEONATAL	K130	
POSNEONATAL	K131	
POSNEONATAL	K132	
POSNEONATAL	K133	
POSNEONATAL	K134	
POSNEONATAL	K135	
POSNEONATAL	K136	
POSNEONATAL	K137	
POSNEONATAL	K140	
POSNEONATAL	K141	
POSNEONATAL	K142	
POSNEONATAL	K143	
POSNEONATAL	K144	
POSNEONATAL	K145	
POSNEONATAL	K146	
POSNEONATAL	K148	
POSNEONATAL	K149	
POSNEONATAL	K419	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K449	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K450	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K400	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K401	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K402	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K403	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K404	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K250	
POSNEONATAL	K251	
POSNEONATAL	K252	
POSNEONATAL	K253	
POSNEONATAL	K254	
POSNEONATAL	K255	
POSNEONATAL	K256	
POSNEONATAL	K257	
POSNEONATAL	K259	
POSNEONATAL	K260	
POSNEONATAL	K261	
POSNEONATAL	K262	
POSNEONATAL	K263	
POSNEONATAL	K264	
POSNEONATAL	K265	
POSNEONATAL	K266	
POSNEONATAL	K267	
POSNEONATAL	K269	
POSNEONATAL	K270	
POSNEONATAL	K271	
POSNEONATAL	K272	
POSNEONATAL	K273	
POSNEONATAL	K274	
POSNEONATAL	K275	
POSNEONATAL	K276	
POSNEONATAL	K277	
POSNEONATAL	K279	
POSNEONATAL	K280	
POSNEONATAL	K281	
POSNEONATAL	K282	
POSNEONATAL	K283	
POSNEONATAL	K284	
POSNEONATAL	K285	
POSNEONATAL	K286	
POSNEONATAL	K287	
POSNEONATAL	K289	
POSNEONATAL	K290	
POSNEONATAL	K291	
POSNEONATAL	K292	
POSNEONATAL	K293	
POSNEONATAL	K294	
POSNEONATAL	K295	
POSNEONATAL	K296	
POSNEONATAL	K297	
POSNEONATAL	K298	
POSNEONATAL	K299	
POSNEONATAL	K30X	
POSNEONATAL	K310	
POSNEONATAL	K311	
POSNEONATAL	K312	
POSNEONATAL	K313	
POSNEONATAL	K314	
POSNEONATAL	K315	
POSNEONATAL	K316	
POSNEONATAL	K317	
POSNEONATAL	K318	
POSNEONATAL	K319	
POSNEONATAL	K36X	
POSNEONATAL	K439	
POSNEONATAL	K380	
POSNEONATAL	K381	
POSNEONATAL	K382	
POSNEONATAL	K383	
POSNEONATAL	K388	
POSNEONATAL	K389	
POSNEONATAL	K600	
POSNEONATAL	K601	
POSNEONATAL	K602	
POSNEONATAL	K603	
POSNEONATAL	K604	
POSNEONATAL	K605	
POSNEONATAL	K610	
POSNEONATAL	K611	
POSNEONATAL	K612	
POSNEONATAL	K613	
POSNEONATAL	K614	
POSNEONATAL	K620	
POSNEONATAL	K420	
POSNEONATAL	K421	
POSNEONATAL	K429	
POSNEONATAL	K430	
POSNEONATAL	K431	
POSNEONATAL	K621	
POSNEONATAL	K622	
POSNEONATAL	K623	
POSNEONATAL	K624	
POSNEONATAL	K625	
POSNEONATAL	K626	
POSNEONATAL	K627	
POSNEONATAL	K628	
POSNEONATAL	K629	
POSNEONATAL	K500	
POSNEONATAL	K501	
POSNEONATAL	K508	
POSNEONATAL	K509	
POSNEONATAL	K510	
POSNEONATAL	K511	
POSNEONATAL	K512	
POSNEONATAL	K513	
POSNEONATAL	K514	
POSNEONATAL	K515	
POSNEONATAL	K518	
POSNEONATAL	K519	
POSNEONATAL	K520	
POSNEONATAL	K521	
POSNEONATAL	K522	
POSNEONATAL	K528	
POSNEONATAL	K529	
POSNEONATAL	K550	
POSNEONATAL	K551	
POSNEONATAL	K552	
POSNEONATAL	K558	
POSNEONATAL	K559	
POSNEONATAL	K630	
POSNEONATAL	K631	
POSNEONATAL	K632	
POSNEONATAL	K633	
POSNEONATAL	K634	
POSNEONATAL	K635	
POSNEONATAL	K638	
POSNEONATAL	K639	
POSNEONATAL	K570	
POSNEONATAL	K571	
POSNEONATAL	K572	
POSNEONATAL	K573	
POSNEONATAL	K574	
POSNEONATAL	K575	
POSNEONATAL	K578	
POSNEONATAL	K579	
POSNEONATAL	K580	
POSNEONATAL	K589	
POSNEONATAL	K590	
POSNEONATAL	K591	
POSNEONATAL	K592	
POSNEONATAL	K593	
POSNEONATAL	K594	
POSNEONATAL	K598	
POSNEONATAL	K599	
POSNEONATAL	K660	
POSNEONATAL	K661	
POSNEONATAL	K668	
POSNEONATAL	K669	
POSNEONATAL	K700	
POSNEONATAL	K701	
POSNEONATAL	K702	
POSNEONATAL	K703	
POSNEONATAL	K704	
POSNEONATAL	K709	
POSNEONATAL	I499	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I500	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I501	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I509	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I632	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I633	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I634	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I635	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I636	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I638	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	I639	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K409	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K410	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K760	
POSNEONATAL	K761	
POSNEONATAL	K411	REDUCIBLE POR TRATAMIENTO
POSNEONATAL	K762	
POSNEONATAL	K763	
POSNEONATAL	K764	
POSNEONATAL	K765	
POSNEONATAL	K766	
POSNEONATAL	K767	
POSNEONATAL	K768	
POSNEONATAL	K769	
POSNEONATAL	K800	
POSNEONATAL	K801	
POSNEONATAL	K802	
POSNEONATAL	K803	
POSNEONATAL	K804	
POSNEONATAL	K805	
POSNEONATAL	K808	
POSNEONATAL	K810	
POSNEONATAL	K811	
POSNEONATAL	K818	
POSNEONATAL	K819	
POSNEONATAL	K820	
POSNEONATAL	K821	
POSNEONATAL	K822	
POSNEONATAL	K823	
POSNEONATAL	K824	
POSNEONATAL	K828	
POSNEONATAL	K829	
POSNEONATAL	K830	
POSNEONATAL	K831	
POSNEONATAL	K832	
POSNEONATAL	K833	
POSNEONATAL	K834	
POSNEONATAL	K835	
POSNEONATAL	K838	
POSNEONATAL	K839	
POSNEONATAL	K850	
POSNEONATAL	K851	
POSNEONATAL	K852	
POSNEONATAL	K853	
POSNEONATAL	K858	
POSNEONATAL	K859	
POSNEONATAL	K85X	
POSNEONATAL	K860	
POSNEONATAL	K861	
POSNEONATAL	K862	
POSNEONATAL	K863	
POSNEONATAL	K868	
POSNEONATAL	K869	
POSNEONATAL	K920	
POSNEONATAL	K921	
POSNEONATAL	K922	
POSNEONATAL	K928	
POSNEONATAL	K929	
POSNEONATAL	L100	
POSNEONATAL	L101	
POSNEONATAL	L102	
POSNEONATAL	L103	
POSNEONATAL	L104	
POSNEONATAL	L105	
POSNEONATAL	L108	
POSNEONATAL	L109	
POSNEONATAL	L110	
POSNEONATAL	L111	
POSNEONATAL	L118	
POSNEONATAL	L119	
POSNEONATAL	L130	
POSNEONATAL	L131	
POSNEONATAL	L138	
POSNEONATAL	L139	
POSNEONATAL	L210	
POSNEONATAL	L211	
POSNEONATAL	L218	
POSNEONATAL	L219	
POSNEONATAL	L22X	
POSNEONATAL	L230	
POSNEONATAL	L231	
POSNEONATAL	L232	
POSNEONATAL	L233	
POSNEONATAL	L234	
POSNEONATAL	L235	
POSNEONATAL	L236	
POSNEONATAL	L237	
POSNEONATAL	L238	
POSNEONATAL	L239	
POSNEONATAL	L240	
POSNEONATAL	L241	
POSNEONATAL	L243	
POSNEONATAL	L244	
POSNEONATAL	L245	
POSNEONATAL	L246	
POSNEONATAL	L247	
POSNEONATAL	L248	
POSNEONATAL	L249	
POSNEONATAL	L250	
POSNEONATAL	L251	
POSNEONATAL	L252	
POSNEONATAL	L253	
POSNEONATAL	L254	
POSNEONATAL	L255	
POSNEONATAL	L258	
POSNEONATAL	L259	
POSNEONATAL	L272	
